Testtype,Vinkel,Gjetetid,Suksessrate,Oppsamlingstid,Drivetid
cooperative_flock,10,16.55,100.0,0.78,15.78
cooperative_flock,10,15.42,100.0,0.27,15.16
cooperative_flock,10,15.32,100.0,0.26,15.07
cooperative_flock,10,15.63,100.0,0.32,15.31
cooperative_flock,10,15.6,100.0,0.5,15.11
cooperative_flock,10,15.69,100.0,0.32,15.38
cooperative_flock,10,15.73,100.0,0.42,15.31
cooperative_flock,10,15.69,100.0,0.33,15.36
cooperative_flock,10,15.68,100.0,0.31,15.37
cooperative_flock,10,15.52,100.0,0.35,15.17
cooperative_flock,10,15.61,100.0,0.37,15.24
cooperative_flock,10,15.75,100.0,0.4,15.35
cooperative_flock,10,15.59,100.0,0.36,15.23
cooperative_flock,10,15.59,100.0,0.35,15.24
cooperative_flock,10,15.56,100.0,0.29,15.27
cooperative_flock,10,15.59,100.0,0.32,15.28
cooperative_flock,10,15.65,100.0,0.4,15.25
cooperative_flock,10,15.84,100.0,0.51,15.34
cooperative_flock,10,15.55,100.0,0.36,15.2
cooperative_flock,10,15.41,100.0,0.33,15.09
cooperative_flock,10,16.19,100.0,0.35,15.9
cooperative_flock,10,15.77,100.0,0.56,15.2
cooperative_flock,10,15.5,100.0,0.32,15.19
cooperative_flock,10,15.48,100.0,0.28,15.2
cooperative_flock,10,15.39,100.0,0.37,15.02
cooperative_flock,10,15.76,100.0,0.38,15.39
cooperative_flock,10,15.57,100.0,0.33,15.24
cooperative_flock,10,15.66,100.0,0.38,15.28
cooperative_flock,10,15.85,100.0,0.55,15.3
cooperative_flock,10,15.66,100.0,0.35,15.31
cooperative_flock,10,15.77,100.0,0.37,15.4
cooperative_flock,10,15.49,100.0,0.37,15.12
cooperative_flock,10,15.6,100.0,0.32,15.28
cooperative_flock,10,15.74,100.0,0.42,15.33
cooperative_flock,10,15.54,100.0,0.38,15.17
cooperative_flock,10,15.76,100.0,0.34,15.42
cooperative_flock,10,15.51,100.0,0.29,15.23
cooperative_flock,10,15.54,100.0,0.34,15.2
cooperative_flock,10,15.56,100.0,0.32,15.24
cooperative_flock,10,15.75,100.0,0.4,15.36
cooperative_flock,10,16.15,100.0,0.34,15.88
cooperative_flock,10,15.58,100.0,0.38,15.21
cooperative_flock,10,15.45,100.0,0.32,15.12
cooperative_flock,10,15.56,100.0,0.35,15.21
cooperative_flock,10,15.66,100.0,0.4,15.26
cooperative_flock,10,15.39,100.0,0.34,15.06
cooperative_flock,10,15.82,100.0,0.52,15.3
cooperative_flock,10,15.8,100.0,0.46,15.34
cooperative_flock,10,15.39,100.0,0.29,15.1
cooperative_flock,10,15.69,100.0,0.39,15.3
cooperative_flock,10,15.62,100.0,0.42,15.2
cooperative_flock,10,15.8,100.0,0.47,15.33
cooperative_flock,10,15.7,100.0,0.4,15.31
cooperative_flock,10,15.71,100.0,0.46,15.25
cooperative_flock,10,15.63,100.0,0.32,15.31
cooperative_flock,10,15.77,100.0,0.53,15.24
cooperative_flock,10,15.53,100.0,0.43,15.1
cooperative_flock,10,15.7,100.0,0.35,15.34
cooperative_flock,10,15.6,100.0,0.42,15.19
cooperative_flock,10,15.68,100.0,0.39,15.29
cooperative_flock,10,16.07,100.0,0.38,15.75
cooperative_flock,10,15.55,100.0,0.42,15.14
